WBS;Capitulo;Subcapitulo;Actividad;Semana;BAC;PV;EV;AC;Comentario_Operativo;Comentario_Administrativo
4.4.3;4. Montaje;4.4 Salas Control;Banco Baterias;11;16506;0;0;0;No iniciada;No iniciada
4.4.3;4. Montaje;4.4 Salas Control;Banco Baterias;12;16506;0;0;0;No iniciada;No iniciada
4.4.3;4. Montaje;4.4 Salas Control;Banco Baterias;13;16506;0;0;0;No iniciada;No iniciada
4.4.3;4. Montaje;4.4 Salas Control;Banco Baterias;14;16506;0;0;0;No iniciada;No iniciada
4.4.3;4. Montaje;4.4 Salas Control;Banco Baterias;15;16506;0;0;0;No iniciada;No iniciada
4.4.3;4. Montaje;4.4 Salas Control;Banco Baterias;16;16506;0;0;0;No iniciada;No iniciada
4.4.3;4. Montaje;4.4 Salas Control;Banco Baterias;17;16506;0;0;0;No iniciada;No iniciada
4.4.3;4. Montaje;4.4 Salas Control;Banco Baterias;18;16506;0;0;0;No iniciada;No iniciada
4.4.3;4. Montaje;4.4 Salas Control;Banco Baterias;19;16506;0;0;0;No iniciada;No iniciada
4.4.3;4. Montaje;4.4 Salas Control;Banco Baterias;20;16506;0;0;0;No iniciada;No iniciada
4.4.4;4. Montaje;4.4 Salas Control;Servicios Auxiliares;1;16506;0;0;0;No iniciada;No iniciada
4.4.4;4. Montaje;4.4 Salas Control;Servicios Auxiliares;2;16506;0;0;0;No iniciada;No iniciada
4.4.4;4. Montaje;4.4 Salas Control;Servicios Auxiliares;3;16506;0;0;0;No iniciada;No iniciada
4.4.4;4. Montaje;4.4 Salas Control;Servicios Auxiliares;4;16506;0;0;0;No iniciada;No iniciada
4.4.4;4. Montaje;4.4 Salas Control;Servicios Auxiliares;5;16506;0;0;0;No iniciada;No iniciada
4.4.4;4. Montaje;4.4 Salas Control;Servicios Auxiliares;6;16506;0;0;0;No iniciada;No iniciada
4.4.4;4. Montaje;4.4 Salas Control;Servicios Auxiliares;7;16506;0;0;0;No iniciada;No iniciada
4.4.4;4. Montaje;4.4 Salas Control;Servicios Auxiliares;8;16506;0;0;0;No iniciada;No iniciada
4.4.4;4. Montaje;4.4 Salas Control;Servicios Auxiliares;9;16506;0;0;0;No iniciada;No iniciada
4.4.4;4. Montaje;4.4 Salas Control;Servicios Auxiliares;10;16506;0;0;0;No iniciada;No iniciada
4.4.4;4. Montaje;4.4 Salas Control;Servicios Auxiliares;11;16506;0;0;0;No iniciada;No iniciada
4.4.4;4. Montaje;4.4 Salas Control;Servicios Auxiliares;12;16506;0;0;0;No iniciada;No iniciada
4.4.4;4. Montaje;4.4 Salas Control;Servicios Auxiliares;13;16506;0;0;0;No iniciada;No iniciada
4.4.4;4. Montaje;4.4 Salas Control;Servicios Auxiliares;14;16506;0;0;0;No iniciada;No iniciada
4.4.4;4. Montaje;4.4 Salas Control;Servicios Auxiliares;15;16506;0;0;0;No iniciada;No iniciada
4.4.4;4. Montaje;4.4 Salas Control;Servicios Auxiliares;16;16506;0;0;0;No iniciada;No iniciada
4.4.4;4. Montaje;4.4 Salas Control;Servicios Auxiliares;17;16506;0;0;0;No iniciada;No iniciada
4.4.4;4. Montaje;4.4 Salas Control;Servicios Auxiliares;18;16506;0;0;0;No iniciada;No iniciada
4.4.4;4. Montaje;4.4 Salas Control;Servicios Auxiliares;19;16506;0;0;0;No iniciada;No iniciada
4.4.4;4. Montaje;4.4 Salas Control;Servicios Auxiliares;20;16506;0;0;0;No iniciada;No iniciada
4.4.5;4. Montaje;4.4 Salas Control;Cableado Interpanel;1;16506;0;0;0;No iniciada;No iniciada
4.4.5;4. Montaje;4.4 Salas Control;Cableado Interpanel;2;16506;0;0;0;No iniciada;No iniciada
4.4.5;4. Montaje;4.4 Salas Control;Cableado Interpanel;3;16506;0;0;0;No iniciada;No iniciada
4.4.5;4. Montaje;4.4 Salas Control;Cableado Interpanel;4;16506;0;0;0;No iniciada;No iniciada
4.4.5;4. Montaje;4.4 Salas Control;Cableado Interpanel;5;16506;0;0;0;No iniciada;No iniciada
4.4.5;4. Montaje;4.4 Salas Control;Cableado Interpanel;6;16506;0;0;0;No iniciada;No iniciada
4.4.5;4. Montaje;4.4 Salas Control;Cableado Interpanel;7;16506;0;0;0;No iniciada;No iniciada
4.4.5;4. Montaje;4.4 Salas Control;Cableado Interpanel;8;16506;0;0;0;No iniciada;No iniciada
4.4.5;4. Montaje;4.4 Salas Control;Cableado Interpanel;9;16506;0;0;0;No iniciada;No iniciada
4.4.5;4. Montaje;4.4 Salas Control;Cableado Interpanel;10;16506;0;0;0;No iniciada;No iniciada
4.4.5;4. Montaje;4.4 Salas Control;Cableado Interpanel;11;16506;0;0;0;No iniciada;No iniciada
4.4.5;4. Montaje;4.4 Salas Control;Cableado Interpanel;12;16506;0;0;0;No iniciada;No iniciada
4.4.5;4. Montaje;4.4 Salas Control;Cableado Interpanel;13;16506;0;0;0;No iniciada;No iniciada
4.4.5;4. Montaje;4.4 Salas Control;Cableado Interpanel;14;16506;0;0;0;No iniciada;No iniciada
4.4.5;4. Montaje;4.4 Salas Control;Cableado Interpanel;15;16506;0;0;0;No iniciada;No iniciada
4.4.5;4. Montaje;4.4 Salas Control;Cableado Interpanel;16;16506;0;0;0;No iniciada;No iniciada
4.4.5;4. Montaje;4.4 Salas Control;Cableado Interpanel;17;16506;0;0;0;No iniciada;No iniciada
4.4.5;4. Montaje;4.4 Salas Control;Cableado Interpanel;18;16506;0;0;0;No iniciada;No iniciada
4.4.5;4. Montaje;4.4 Salas Control;Cableado Interpanel;19;16506;0;0;0;No iniciada;No iniciada
4.4.5;4. Montaje;4.4 Salas Control;Cableado Interpanel;20;16506;0;0;0;No iniciada;No iniciada
5.1.1;5. Pruebas;5.1 Pruebas SAT;Megado;1;23580;0;0;0;No iniciada;No iniciada
5.1.1;5. Pruebas;5.1 Pruebas SAT;Megado;2;23580;0;0;0;No iniciada;No iniciada
5.1.1;5. Pruebas;5.1 Pruebas SAT;Megado;3;23580;0;0;0;No iniciada;No iniciada
5.1.1;5. Pruebas;5.1 Pruebas SAT;Megado;4;23580;0;0;0;No iniciada;No iniciada
5.1.1;5. Pruebas;5.1 Pruebas SAT;Megado;5;23580;0;0;0;No iniciada;No iniciada
5.1.1;5. Pruebas;5.1 Pruebas SAT;Megado;6;23580;0;0;0;No iniciada;No iniciada
5.1.1;5. Pruebas;5.1 Pruebas SAT;Megado;7;23580;0;0;0;No iniciada;No iniciada
5.1.1;5. Pruebas;5.1 Pruebas SAT;Megado;8;23580;0;0;0;No iniciada;No iniciada
5.1.1;5. Pruebas;5.1 Pruebas SAT;Megado;9;23580;0;0;0;No iniciada;No iniciada
5.1.1;5. Pruebas;5.1 Pruebas SAT;Megado;10;23580;0;0;0;No iniciada;No iniciada
5.1.1;5. Pruebas;5.1 Pruebas SAT;Megado;11;23580;0;0;0;No iniciada;No iniciada
5.1.1;5. Pruebas;5.1 Pruebas SAT;Megado;12;23580;0;0;0;No iniciada;No iniciada
5.1.1;5. Pruebas;5.1 Pruebas SAT;Megado;13;23580;0;0;0;No iniciada;No iniciada
5.1.1;5. Pruebas;5.1 Pruebas SAT;Megado;14;23580;0;0;0;No iniciada;No iniciada
5.1.1;5. Pruebas;5.1 Pruebas SAT;Megado;15;23580;0;0;0;No iniciada;No iniciada
5.1.1;5. Pruebas;5.1 Pruebas SAT;Megado;16;23580;0;0;0;No iniciada;No iniciada
5.1.1;5. Pruebas;5.1 Pruebas SAT;Megado;17;23580;0;0;0;No iniciada;No iniciada
5.1.1;5. Pruebas;5.1 Pruebas SAT;Megado;18;23580;0;0;0;No iniciada;No iniciada
5.1.1;5. Pruebas;5.1 Pruebas SAT;Megado;19;23580;0;0;0;No iniciada;No iniciada
5.1.1;5. Pruebas;5.1 Pruebas SAT;Megado;20;23580;0;0;0;No iniciada;No iniciada
5.1.2;5. Pruebas;5.1 Pruebas SAT;TTR;1;23580;0;0;0;No iniciada;No iniciada
5.1.2;5. Pruebas;5.1 Pruebas SAT;TTR;2;23580;0;0;0;No iniciada;No iniciada
5.1.2;5. Pruebas;5.1 Pruebas SAT;TTR;3;23580;0;0;0;No iniciada;No iniciada
5.1.2;5. Pruebas;5.1 Pruebas SAT;TTR;4;23580;0;0;0;No iniciada;No iniciada
5.1.2;5. Pruebas;5.1 Pruebas SAT;TTR;5;23580;0;0;0;No iniciada;No iniciada
5.1.2;5. Pruebas;5.1 Pruebas SAT;TTR;6;23580;0;0;0;No iniciada;No iniciada
5.1.2;5. Pruebas;5.1 Pruebas SAT;TTR;7;23580;0;0;0;No iniciada;No iniciada
5.1.2;5. Pruebas;5.1 Pruebas SAT;TTR;8;23580;0;0;0;No iniciada;No iniciada
5.1.2;5. Pruebas;5.1 Pruebas SAT;TTR;9;23580;0;0;0;No iniciada;No iniciada
5.1.2;5. Pruebas;5.1 Pruebas SAT;TTR;10;23580;0;0;0;No iniciada;No iniciada
5.1.2;5. Pruebas;5.1 Pruebas SAT;TTR;11;23580;0;0;0;No iniciada;No iniciada
5.1.2;5. Pruebas;5.1 Pruebas SAT;TTR;12;23580;0;0;0;No iniciada;No iniciada
5.1.2;5. Pruebas;5.1 Pruebas SAT;TTR;13;23580;0;0;0;No iniciada;No iniciada
5.1.2;5. Pruebas;5.1 Pruebas SAT;TTR;14;23580;0;0;0;No iniciada;No iniciada
5.1.2;5. Pruebas;5.1 Pruebas SAT;TTR;15;23580;0;0;0;No iniciada;No iniciada
5.1.2;5. Pruebas;5.1 Pruebas SAT;TTR;16;23580;0;0;0;No iniciada;No iniciada
5.1.2;5. Pruebas;5.1 Pruebas SAT;TTR;17;23580;0;0;0;No iniciada;No iniciada
5.1.2;5. Pruebas;5.1 Pruebas SAT;TTR;18;23580;0;0;0;No iniciada;No iniciada
5.1.2;5. Pruebas;5.1 Pruebas SAT;TTR;19;23580;0;0;0;No iniciada;No iniciada
5.1.2;5. Pruebas;5.1 Pruebas SAT;TTR;20;23580;0;0;0;No iniciada;No iniciada
5.1.3;5. Pruebas;5.1 Pruebas SAT;Tiempos Cierre;1;23580;0;0;0;No iniciada;No iniciada
5.1.3;5. Pruebas;5.1 Pruebas SAT;Tiempos Cierre;2;23580;0;0;0;No iniciada;No iniciada
5.1.3;5. Pruebas;5.1 Pruebas SAT;Tiempos Cierre;3;23580;0;0;0;No iniciada;No iniciada
5.1.3;5. Pruebas;5.1 Pruebas SAT;Tiempos Cierre;4;23580;0;0;0;No iniciada;No iniciada
5.1.3;5. Pruebas;5.1 Pruebas SAT;Tiempos Cierre;5;23580;0;0;0;No iniciada;No iniciada
5.1.3;5. Pruebas;5.1 Pruebas SAT;Tiempos Cierre;6;23580;0;0;0;No iniciada;No iniciada
5.1.3;5. Pruebas;5.1 Pruebas SAT;Tiempos Cierre;7;23580;0;0;0;No iniciada;No iniciada
5.1.3;5. Pruebas;5.1 Pruebas SAT;Tiempos Cierre;8;23580;0;0;0;No iniciada;No iniciada
5.1.3;5. Pruebas;5.1 Pruebas SAT;Tiempos Cierre;9;23580;0;0;0;No iniciada;No iniciada
5.1.3;5. Pruebas;5.1 Pruebas SAT;Tiempos Cierre;10;23580;0;0;0;No iniciada;No iniciada
5.1.3;5. Pruebas;5.1 Pruebas SAT;Tiempos Cierre;11;23580;0;0;0;No iniciada;No iniciada
5.1.3;5. Pruebas;5.1 Pruebas SAT;Tiempos Cierre;12;23580;0;0;0;No iniciada;No iniciada
5.1.3;5. Pruebas;5.1 Pruebas SAT;Tiempos Cierre;13;23580;0;0;0;No iniciada;No iniciada
5.1.3;5. Pruebas;5.1 Pruebas SAT;Tiempos Cierre;14;23580;0;0;0;No iniciada;No iniciada
5.1.3;5. Pruebas;5.1 Pruebas SAT;Tiempos Cierre;15;23580;0;0;0;No iniciada;No iniciada
5.1.3;5. Pruebas;5.1 Pruebas SAT;Tiempos Cierre;16;23580;0;0;0;No iniciada;No iniciada
5.1.3;5. Pruebas;5.1 Pruebas SAT;Tiempos Cierre;17;23580;0;0;0;No iniciada;No iniciada
5.1.3;5. Pruebas;5.1 Pruebas SAT;Tiempos Cierre;18;23580;0;0;0;No iniciada;No iniciada
5.1.3;5. Pruebas;5.1 Pruebas SAT;Tiempos Cierre;19;23580;0;0;0;No iniciada;No iniciada
5.1.3;5. Pruebas;5.1 Pruebas SAT;Tiempos Cierre;20;23580;0;0;0;No iniciada;No iniciada
5.1.4;5. Pruebas;5.1 Pruebas SAT;Resistencia Contactos;1;23580;0;0;0;No iniciada;No iniciada
5.1.4;5. Pruebas;5.1 Pruebas SAT;Resistencia Contactos;2;23580;0;0;0;No iniciada;No iniciada
5.1.4;5. Pruebas;5.1 Pruebas SAT;Resistencia Contactos;3;23580;0;0;0;No iniciada;No iniciada
5.1.4;5. Pruebas;5.1 Pruebas SAT;Resistencia Contactos;4;23580;0;0;0;No iniciada;No iniciada
5.1.4;5. Pruebas;5.1 Pruebas SAT;Resistencia Contactos;5;23580;0;0;0;No iniciada;No iniciada
5.1.4;5. Pruebas;5.1 Pruebas SAT;Resistencia Contactos;6;23580;0;0;0;No iniciada;No iniciada
5.1.4;5. Pruebas;5.1 Pruebas SAT;Resistencia Contactos;7;23580;0;0;0;No iniciada;No iniciada
5.1.4;5. Pruebas;5.1 Pruebas SAT;Resistencia Contactos;8;23580;0;0;0;No iniciada;No iniciada
5.1.4;5. Pruebas;5.1 Pruebas SAT;Resistencia Contactos;9;23580;0;0;0;No iniciada;No iniciada
5.1.4;5. Pruebas;5.1 Pruebas SAT;Resistencia Contactos;10;23580;0;0;0;No iniciada;No iniciada
5.1.4;5. Pruebas;5.1 Pruebas SAT;Resistencia Contactos;11;23580;0;0;0;No iniciada;No iniciada
5.1.4;5. Pruebas;5.1 Pruebas SAT;Resistencia Contactos;12;23580;0;0;0;No iniciada;No iniciada
5.1.4;5. Pruebas;5.1 Pruebas SAT;Resistencia Contactos;13;23580;0;0;0;No iniciada;No iniciada
5.1.4;5. Pruebas;5.1 Pruebas SAT;Resistencia Contactos;14;23580;0;0;0;No iniciada;No iniciada
5.1.4;5. Pruebas;5.1 Pruebas SAT;Resistencia Contactos;15;23580;0;0;0;No iniciada;No iniciada
5.1.4;5. Pruebas;5.1 Pruebas SAT;Resistencia Contactos;16;23580;0;0;0;No iniciada;No iniciada
5.1.4;5. Pruebas;5.1 Pruebas SAT;Resistencia Contactos;17;23580;0;0;0;No iniciada;No iniciada
5.1.4;5. Pruebas;5.1 Pruebas SAT;Resistencia Contactos;18;23580;0;0;0;No iniciada;No iniciada
5.1.4;5. Pruebas;5.1 Pruebas SAT;Resistencia Contactos;19;23580;0;0;0;No iniciada;No iniciada
5.1.4;5. Pruebas;5.1 Pruebas SAT;Resistencia Contactos;20;23580;0;0;0;No iniciada;No iniciada
5.1.5;5. Pruebas;5.1 Pruebas SAT;Inyeccion Secundaria;1;23580;0;0;0;No iniciada;No iniciada
5.1.5;5. Pruebas;5.1 Pruebas SAT;Inyeccion Secundaria;2;23580;0;0;0;No iniciada;No iniciada
5.1.5;5. Pruebas;5.1 Pruebas SAT;Inyeccion Secundaria;3;23580;0;0;0;No iniciada;No iniciada
5.1.5;5. Pruebas;5.1 Pruebas SAT;Inyeccion Secundaria;4;23580;0;0;0;No iniciada;No iniciada
5.1.5;5. Pruebas;5.1 Pruebas SAT;Inyeccion Secundaria;5;23580;0;0;0;No iniciada;No iniciada
5.1.5;5. Pruebas;5.1 Pruebas SAT;Inyeccion Secundaria;6;23580;0;0;0;No iniciada;No iniciada
5.1.5;5. Pruebas;5.1 Pruebas SAT;Inyeccion Secundaria;7;23580;0;0;0;No iniciada;No iniciada
5.1.5;5. Pruebas;5.1 Pruebas SAT;Inyeccion Secundaria;8;23580;0;0;0;No iniciada;No iniciada
5.1.5;5. Pruebas;5.1 Pruebas SAT;Inyeccion Secundaria;9;23580;0;0;0;No iniciada;No iniciada
5.1.5;5. Pruebas;5.1 Pruebas SAT;Inyeccion Secundaria;10;23580;0;0;0;No iniciada;No iniciada
5.1.5;5. Pruebas;5.1 Pruebas SAT;Inyeccion Secundaria;11;23580;0;0;0;No iniciada;No iniciada
5.1.5;5. Pruebas;5.1 Pruebas SAT;Inyeccion Secundaria;12;23580;0;0;0;No iniciada;No iniciada
5.1.5;5. Pruebas;5.1 Pruebas SAT;Inyeccion Secundaria;13;23580;0;0;0;No iniciada;No iniciada
5.1.5;5. Pruebas;5.1 Pruebas SAT;Inyeccion Secundaria;14;23580;0;0;0;No iniciada;No iniciada
5.1.5;5. Pruebas;5.1 Pruebas SAT;Inyeccion Secundaria;15;23580;0;0;0;No iniciada;No iniciada
5.1.5;5. Pruebas;5.1 Pruebas SAT;Inyeccion Secundaria;16;23580;0;0;0;No iniciada;No iniciada
5.1.5;5. Pruebas;5.1 Pruebas SAT;Inyeccion Secundaria;17;23580;0;0;0;No iniciada;No iniciada
5.1.5;5. Pruebas;5.1 Pruebas SAT;Inyeccion Secundaria;18;23580;0;0;0;No iniciada;No iniciada
5.1.5;5. Pruebas;5.1 Pruebas SAT;Inyeccion Secundaria;19;23580;0;0;0;No iniciada;No iniciada
5.1.5;5. Pruebas;5.1 Pruebas SAT;Inyeccion Secundaria;20;23580;0;0;0;No iniciada;No iniciada
5.1.6;5. Pruebas;5.1 Pruebas SAT;Descargas Parciales;1;23580;0;0;0;No iniciada;No iniciada
5.1.6;5. Pruebas;5.1 Pruebas SAT;Descargas Parciales;2;23580;0;0;0;No iniciada;No iniciada
5.1.6;5. Pruebas;5.1 Pruebas SAT;Descargas Parciales;3;23580;0;0;0;No iniciada;No iniciada
5.1.6;5. Pruebas;5.1 Pruebas SAT;Descargas Parciales;4;23580;0;0;0;No iniciada;No iniciada
5.1.6;5. Pruebas;5.1 Pruebas SAT;Descargas Parciales;5;23580;0;0;0;No iniciada;No iniciada
5.1.6;5. Pruebas;5.1 Pruebas SAT;Descargas Parciales;6;23580;0;0;0;No iniciada;No iniciada
5.1.6;5. Pruebas;5.1 Pruebas SAT;Descargas Parciales;7;23580;0;0;0;No iniciada;No iniciada
5.1.6;5. Pruebas;5.1 Pruebas SAT;Descargas Parciales;8;23580;0;0;0;No iniciada;No iniciada
5.1.6;5. Pruebas;5.1 Pruebas SAT;Descargas Parciales;9;23580;0;0;0;No iniciada;No iniciada
5.1.6;5. Pruebas;5.1 Pruebas SAT;Descargas Parciales;10;23580;0;0;0;No iniciada;No iniciada
5.1.6;5. Pruebas;5.1 Pruebas SAT;Descargas Parciales;11;23580;0;0;0;No iniciada;No iniciada
5.1.6;5. Pruebas;5.1 Pruebas SAT;Descargas Parciales;12;23580;0;0;0;No iniciada;No iniciada
5.1.6;5. Pruebas;5.1 Pruebas SAT;Descargas Parciales;13;23580;0;0;0;No iniciada;No iniciada
5.1.6;5. Pruebas;5.1 Pruebas SAT;Descargas Parciales;14;23580;0;0;0;No iniciada;No iniciada
5.1.6;5. Pruebas;5.1 Pruebas SAT;Descargas Parciales;15;23580;0;0;0;No iniciada;No iniciada
5.1.6;5. Pruebas;5.1 Pruebas SAT;Descargas Parciales;16;23580;0;0;0;No iniciada;No iniciada
5.1.6;5. Pruebas;5.1 Pruebas SAT;Descargas Parciales;17;23580;0;0;0;No iniciada;No iniciada
5.1.6;5. Pruebas;5.1 Pruebas SAT;Descargas Parciales;18;23580;0;0;0;No iniciada;No iniciada
5.1.6;5. Pruebas;5.1 Pruebas SAT;Descargas Parciales;19;23580;0;0;0;No iniciada;No iniciada
5.1.6;5. Pruebas;5.1 Pruebas SAT;Descargas Parciales;20;23580;0;0;0;No iniciada;No iniciada
5.1.7;5. Pruebas;5.1 Pruebas SAT;Rigidez Dielectrica;1;23580;0;0;0;No iniciada;No iniciada
5.1.7;5. Pruebas;5.1 Pruebas SAT;Rigidez Dielectrica;2;23580;0;0;0;No iniciada;No iniciada
5.1.7;5. Pruebas;5.1 Pruebas SAT;Rigidez Dielectrica;3;23580;0;0;0;No iniciada;No iniciada
5.1.7;5. Pruebas;5.1 Pruebas SAT;Rigidez Dielectrica;4;23580;0;0;0;No iniciada;No iniciada
5.1.7;5. Pruebas;5.1 Pruebas SAT;Rigidez Dielectrica;5;23580;0;0;0;No iniciada;No iniciada
5.1.7;5. Pruebas;5.1 Pruebas SAT;Rigidez Dielectrica;6;23580;0;0;0;No iniciada;No iniciada
5.1.7;5. Pruebas;5.1 Pruebas SAT;Rigidez Dielectrica;7;23580;0;0;0;No iniciada;No iniciada
5.1.7;5. Pruebas;5.1 Pruebas SAT;Rigidez Dielectrica;8;23580;0;0;0;No iniciada;No iniciada
5.1.7;5. Pruebas;5.1 Pruebas SAT;Rigidez Dielectrica;9;23580;0;0;0;No iniciada;No iniciada
5.1.7;5. Pruebas;5.1 Pruebas SAT;Rigidez Dielectrica;10;23580;0;0;0;No iniciada;No iniciada
5.1.7;5. Pruebas;5.1 Pruebas SAT;Rigidez Dielectrica;11;23580;0;0;0;No iniciada;No iniciada
5.1.7;5. Pruebas;5.1 Pruebas SAT;Rigidez Dielectrica;12;23580;0;0;0;No iniciada;No iniciada
5.1.7;5. Pruebas;5.1 Pruebas SAT;Rigidez Dielectrica;13;23580;0;0;0;No iniciada;No iniciada
5.1.7;5. Pruebas;5.1 Pruebas SAT;Rigidez Dielectrica;14;23580;0;0;0;No iniciada;No iniciada
5.1.7;5. Pruebas;5.1 Pruebas SAT;Rigidez Dielectrica;15;23580;0;0;0;No iniciada;No iniciada
5.1.7;5. Pruebas;5.1 Pruebas SAT;Rigidez Dielectrica;16;23580;0;0;0;No iniciada;No iniciada
5.1.7;5. Pruebas;5.1 Pruebas SAT;Rigidez Dielectrica;17;23580;0;0;0;No iniciada;No iniciada
5.1.7;5. Pruebas;5.1 Pruebas SAT;Rigidez Dielectrica;18;23580;0;0;0;No iniciada;No iniciada
5.1.7;5. Pruebas;5.1 Pruebas SAT;Rigidez Dielectrica;19;23580;0;0;0;No iniciada;No iniciada
5.1.7;5. Pruebas;5.1 Pruebas SAT;Rigidez Dielectrica;20;23580;0;0;0;No iniciada;No iniciada
5.2.1;5. Pruebas;5.2 Precomisionamiento;Wiring;1;20633;0;0;0;No iniciada;No iniciada
5.2.1;5. Pruebas;5.2 Precomisionamiento;Wiring;2;20633;0;0;0;No iniciada;No iniciada
5.2.1;5. Pruebas;5.2 Precomisionamiento;Wiring;3;20633;0;0;0;No iniciada;No iniciada
5.2.1;5. Pruebas;5.2 Precomisionamiento;Wiring;4;20633;0;0;0;No iniciada;No iniciada
5.2.1;5. Pruebas;5.2 Precomisionamiento;Wiring;5;20633;0;0;0;No iniciada;No iniciada
5.2.1;5. Pruebas;5.2 Precomisionamiento;Wiring;6;20633;0;0;0;No iniciada;No iniciada
5.2.1;5. Pruebas;5.2 Precomisionamiento;Wiring;7;20633;0;0;0;No iniciada;No iniciada
5.2.1;5. Pruebas;5.2 Precomisionamiento;Wiring;8;20633;0;0;0;No iniciada;No iniciada
5.2.1;5. Pruebas;5.2 Precomisionamiento;Wiring;9;20633;0;0;0;No iniciada;No iniciada
5.2.1;5. Pruebas;5.2 Precomisionamiento;Wiring;10;20633;0;0;0;No iniciada;No iniciada
5.2.1;5. Pruebas;5.2 Precomisionamiento;Wiring;11;20633;0;0;0;No iniciada;No iniciada
5.2.1;5. Pruebas;5.2 Precomisionamiento;Wiring;12;20633;0;0;0;No iniciada;No iniciada
5.2.1;5. Pruebas;5.2 Precomisionamiento;Wiring;13;20633;0;0;0;No iniciada;No iniciada
5.2.1;5. Pruebas;5.2 Precomisionamiento;Wiring;14;20633;0;0;0;No iniciada;No iniciada
5.2.1;5. Pruebas;5.2 Precomisionamiento;Wiring;15;20633;0;0;0;No iniciada;No iniciada
5.2.1;5. Pruebas;5.2 Precomisionamiento;Wiring;16;20633;0;0;0;No iniciada;No iniciada
5.2.1;5. Pruebas;5.2 Precomisionamiento;Wiring;17;20633;0;0;0;No iniciada;No iniciada
5.2.1;5. Pruebas;5.2 Precomisionamiento;Wiring;18;20633;0;0;0;No iniciada;No iniciada
5.2.1;5. Pruebas;5.2 Precomisionamiento;Wiring;19;20633;0;0;0;No iniciada;No iniciada
5.2.1;5. Pruebas;5.2 Precomisionamiento;Wiring;20;20633;0;0;0;No iniciada;No iniciada
5.2.2;5. Pruebas;5.2 Precomisionamiento;Logica Control;1;20633;0;0;0;No iniciada;No iniciada
5.2.2;5. Pruebas;5.2 Precomisionamiento;Logica Control;2;20633;0;0;0;No iniciada;No iniciada
5.2.2;5. Pruebas;5.2 Precomisionamiento;Logica Control;3;20633;0;0;0;No iniciada;No iniciada
5.2.2;5. Pruebas;5.2 Precomisionamiento;Logica Control;4;20633;0;0;0;No iniciada;No iniciada
5.2.2;5. Pruebas;5.2 Precomisionamiento;Logica Control;5;20633;0;0;0;No iniciada;No iniciada
5.2.2;5. Pruebas;5.2 Precomisionamiento;Logica Control;6;20633;0;0;0;No iniciada;No iniciada
5.2.2;5. Pruebas;5.2 Precomisionamiento;Logica Control;7;20633;0;0;0;No iniciada;No iniciada
5.2.2;5. Pruebas;5.2 Precomisionamiento;Logica Control;8;20633;0;0;0;No iniciada;No iniciada
5.2.2;5. Pruebas;5.2 Precomisionamiento;Logica Control;9;20633;0;0;0;No iniciada;No iniciada
5.2.2;5. Pruebas;5.2 Precomisionamiento;Logica Control;10;20633;0;0;0;No iniciada;No iniciada
5.2.2;5. Pruebas;5.2 Precomisionamiento;Logica Control;11;20633;0;0;0;No iniciada;No iniciada
5.2.2;5. Pruebas;5.2 Precomisionamiento;Logica Control;12;20633;0;0;0;No iniciada;No iniciada
5.2.2;5. Pruebas;5.2 Precomisionamiento;Logica Control;13;20633;0;0;0;No iniciada;No iniciada
5.2.2;5. Pruebas;5.2 Precomisionamiento;Logica Control;14;20633;0;0;0;No iniciada;No iniciada
5.2.2;5. Pruebas;5.2 Precomisionamiento;Logica Control;15;20633;0;0;0;No iniciada;No iniciada
5.2.2;5. Pruebas;5.2 Precomisionamiento;Logica Control;16;20633;0;0;0;No iniciada;No iniciada
5.2.2;5. Pruebas;5.2 Precomisionamiento;Logica Control;17;20633;0;0;0;No iniciada;No iniciada
5.2.2;5. Pruebas;5.2 Precomisionamiento;Logica Control;18;20633;0;0;0;No iniciada;No iniciada
5.2.2;5. Pruebas;5.2 Precomisionamiento;Logica Control;19;20633;0;0;0;No iniciada;No iniciada
5.2.2;5. Pruebas;5.2 Precomisionamiento;Logica Control;20;20633;0;0;0;No iniciada;No iniciada
5.2.3;5. Pruebas;5.2 Precomisionamiento;Interbloqueos;1;20633;0;0;0;No iniciada;No iniciada
5.2.3;5. Pruebas;5.2 Precomisionamiento;Interbloqueos;2;20633;0;0;0;No iniciada;No iniciada
5.2.3;5. Pruebas;5.2 Precomisionamiento;Interbloqueos;3;20633;0;0;0;No iniciada;No iniciada
5.2.3;5. Pruebas;5.2 Precomisionamiento;Interbloqueos;4;20633;0;0;0;No iniciada;No iniciada
5.2.3;5. Pruebas;5.2 Precomisionamiento;Interbloqueos;5;20633;0;0;0;No iniciada;No iniciada
5.2.3;5. Pruebas;5.2 Precomisionamiento;Interbloqueos;6;20633;0;0;0;No iniciada;No iniciada
5.2.3;5. Pruebas;5.2 Precomisionamiento;Interbloqueos;7;20633;0;0;0;No iniciada;No iniciada
5.2.3;5. Pruebas;5.2 Precomisionamiento;Interbloqueos;8;20633;0;0;0;No iniciada;No iniciada
5.2.3;5. Pruebas;5.2 Precomisionamiento;Interbloqueos;9;20633;0;0;0;No iniciada;No iniciada
5.2.3;5. Pruebas;5.2 Precomisionamiento;Interbloqueos;10;20633;0;0;0;No iniciada;No iniciada
5.2.3;5. Pruebas;5.2 Precomisionamiento;Interbloqueos;11;20633;0;0;0;No iniciada;No iniciada
5.2.3;5. Pruebas;5.2 Precomisionamiento;Interbloqueos;12;20633;0;0;0;No iniciada;No iniciada
